1940 02 14 11,10,NaN,30000,0,8739,1,-442,1,NaN,NaN,NaN,NaN,NaN
1940 02 14 11,10,NaN,20000,0,11426,1,-458,1,NaN,NaN,NaN,NaN,NaN
1940 02 15 12,20,NaN,90000,0,964,1,-90,0,NaN,NaN,NaN,NaN,NaN
1940 02 15 12,20,NaN,80000,0,1866,1,-141,0,NaN,NaN,NaN,NaN,NaN
1940 02 15 12,10,NaN,70000,0,2870,1,-172,1,NaN,NaN,NaN,NaN,NaN
1940 02 15 12,20,NaN,60000,0,4009,1,-232,1,NaN,NaN,NaN,NaN,NaN
1940 02 15 12,10,NaN,50000,0,5330,1,-293,1,NaN,NaN,NaN,NaN,NaN
1940 02 15 12,10,NaN,40000,0,6887,1,-398,1,NaN,NaN,NaN,NaN,NaN
1940 02 15 12,10,NaN,30000,0,8798,1,-510,1,NaN,NaN,NaN,NaN,NaN
1940 02 15 12,10,NaN,20000,0,11438,1,-472,1,NaN,NaN,NaN,NaN,NaN
1940 02 16 10,20,NaN,90000,0,1001,1,-60,0,NaN,NaN,NaN,NaN,NaN
1940 02 16 10,20,NaN,80000,0,1913,1,-120,0,NaN,NaN,NaN,NaN,NaN
1940 02 16 10,10,NaN,70000,0,2922,1,-156,1,NaN,NaN,NaN,NaN,NaN
1940 02 16 10,20,NaN,60000,0,4072,1,-198,1,NaN,NaN,NaN,NaN,NaN
1940 02 16 10,10,NaN,50000,0,5474,1,-238,1,NaN,NaN,NaN,NaN,NaN
1940 02 16 10,10,NaN,40000,0,7002,1,-353,1,NaN,NaN,NaN,NaN,NaN
1940 02 16 10,10,NaN,30000,0,8945,1,-500,1,NaN,NaN,NaN,NaN,NaN
1940 02 16 10,10,NaN,20000,0,11569,1,-486,1,NaN,NaN,NaN,NaN,NaN
1940 02 16 10,10,NaN,10000,0,16129,1,-480,1,NaN,NaN,NaN,NaN,NaN
1940 02 17 10,20,NaN,90000,0,806,1,-34,0,NaN,NaN,NaN,NaN,NaN
1940 02 17 10,20,NaN,80000,0,1744,1,-10,0,NaN,NaN,NaN,NaN,NaN
1940 02 17 10,10,NaN,70000,0,2799,1,-60,1,NaN,NaN,NaN,NaN,NaN
1940 02 17 10,20,NaN,60000,0,3992,1,-116,1,NaN,NaN,NaN,NaN,NaN
1940 02 17 10,10,NaN,50000,0,5364,1,-205,1,NaN,NaN,NaN,NaN,NaN
1940 02 17 10,10,NaN,40000,0,6982,1,-303,1,NaN,NaN,NaN,NaN,NaN
1940 02 17 10,10,NaN,30000,0,8973,1,-430,1,NaN,NaN,NaN,NaN,NaN
1940 02 18 11,20,NaN,90000,0,989,1,-43,0,NaN,NaN,NaN,NaN,NaN
1940 02 18 11,20,NaN,80000,0,1907,1,-94,0,NaN,NaN,NaN,NaN,NaN
1940 02 18 11,10,NaN,70000,0,2945,1,-78,1,NaN,NaN,NaN,NaN,NaN
